function	101112C14	101112C4	101112C9	101112H14	101112H4	101112H9	101112L14	101112L4	101112L9	101112M14	101112M4	101112M9	123C14	123C4	123C9	123H14	123H4	123H9	123L14	123L4	123L9	123M4	123M9	131415C14	131415C4	131415C9	131415H14	131415H4	131415H9	131415L14	131415L4	131415L9	131415M14	131415M4	131415M9	13M14	456C4	456H4	456H9	456L14	456L4	456L9	456M14	456M4	456M9	45C14	45C9	45H14	67C9	6C14	789C4	789H14	789H4	789H9	789L14	789L4	789L9	789M14	789M4	7C14	89C14	89C9	89M9
6.3.2.29-RXN	1569.83	1130.36	1799.1	2414.0	1844.13	851.0	1559.5	1048.8	1313.5	2411.4	1814.26	2097.2	396.0	4165.23	890.0	109.0	1501.0	681.2	344.5	950.9	2211.21	1003.01	1380.24	2487.5	1953.17	1167.0	1344.27	681.8	730.0	2115.4	1736.26	1264.4	1720.5	725.04	1547.37	818.47	400.5	142181.0	403.17	258.0	118003.4	32262.4	459.84	483.74	57794.23	13650.0	36048.0	442.18	110769.5	29152.66	738.8	634.5	646.0	369.5	489.5	947.5	445.6	526.5	1304.25	23577.0	857.0	555.8199999999999	601.0
6.3.2.30-RXN	1569.83	1130.36	1799.1	2414.0	1844.13	851.0	1559.5	1048.8	1313.5	2411.4	1814.26	2097.2	396.0	4165.23	890.0	109.0	1501.0	681.2	344.5	950.9	2211.21	1003.01	1380.24	2487.5	1953.17	1167.0	1344.27	681.8	730.0	2115.4	1736.26	1264.4	1720.5	725.04	1547.37	818.47	400.5	142181.0	403.17	258.0	118003.4	32262.4	459.84	483.74	57794.23	13650.0	36048.0	442.18	110769.5	29152.66	738.8	634.5	646.0	369.5	489.5	947.5	445.6	526.5	1304.25	23577.0	857.0	555.8199999999999	601.0
6.3.2.7-RXN	132.15	596.8	237.25	79.0	3396.56	146.98000000000002	202.73	1042.83	147.13	614.0	2774.7300000000005	2527.0	0.0	1266.7	580.6	80.4	337.08	749.3	681.95	1203.93	5408.7300000000005	1026.35	3455.9	64.0	2663.0	232.4	201.07	638.0	225.07	73.67	1337.73	520.97	130.13	901.17	205.83	844.8299999999999	482.2000000000001	305.52	117.8	315.2	430.5	516.8	440.42	685.7	1208.95	370.07	74.3	221.92	497.8	79.2	1220.13	221.27	980.73	322.47	88.9	237.2	130.7	18.99	1121.08	171.17000000000002	304.27	842.9300000000001	747.67
6.3.5.6-RXN	966302.31	1000485.38	1138859.04	921543.4	1048185.47	887558.21	798444.79	854471.1499999999	917416.7	876834.44	986046.72	1071321.2999999998	649811.5999999999	1362405.96	952500.27	717145.2000000001	1171200.53	1224079.27	930296.63	1495735.5500000005	1040562.48	1132864.0	744131.37	953304.46	1145718.61	989554.95	1010949.16	681617.48	798615.86	1150384.1	1225753.6800000002	1142484.53	1120444.64	1132012.07	1299020.81	858094.52	938668.8299999998	1467243.79	844657.33	874373.62	1331456.75	823578.28	748854.97	773683.6699999999	1106587.18	846224.6	1233195.58	806873.47	1364427.21	1067112.02	719486.2000000001	966237.97	785475.5499999999	634538.76	789703.16	527956.7	624939.17	654113.23	556466.34	905072.17	760420.3899999999	528391.3200000001	793579.46
6.3.5.7-RXN	966314.31	1000485.38	1138879.04	921543.4	1048219.47	887588.21	798444.79	854491.1499999999	917416.7	876834.44	986046.72	1071369.2999999998	649811.5999999999	1362405.96	952500.27	717145.2000000001	1171200.53	1224079.27	930296.63	1495771.5500000005	1040626.48	1132864.0	744131.37	953304.46	1145894.61	989600.95	1010949.16	681629.48	798643.86	1150384.1	1225903.6800000002	1142500.53	1120444.64	1132038.07	1299038.81	858110.52	938668.8299999998	1467243.79	844657.33	874385.62	1331518.75	823708.28	748854.97	773683.6699999999	1106587.18	846224.6	1233297.58	806897.47	1364427.21	1067120.02	719580.2000000001	966289.97	785489.5499999999	634538.76	789713.16	528006.7	624957.17	654113.23	556520.34	905072.17	760420.3899999999	528391.3200000001	793579.46
6.4.1.6-RXN	1240.0	295.0	250.0	530.0	121.0	257.0	586.0	146.0	290.0	888.0	152.0	885.0	2816.0	419.0	1244.0	210.0	140.0	447.0	582.0	1597.0	1006.99	1001.29	683.0	955.0	57.0	223.0	321.0	140.0	400.0	1465.0	439.0	230.0	400.0	90.0	595.0	706.0	336.0	620.0	475.0	3036.0	70.0	981.0	1745.0	126.14	1973.0	2385.0	1115.0	576.0	466.0	719.0	250.5	2465.0	746.0	896.0	4951.0	380.0	516.0	2514.0	280.0	690.0	760.0	215.0	1851.0
6PFRUCTPHOS-RXN	286173.47000000003	272980.42	397502.0	274341.33	350012.42	247861.88	237529.61	234895.58	294009.22	354453.51	292421.25	291858.38	101998.04	90172.55	215214.42	92976.51	69158.45999999999	229870.59000000003	119589.38	121797.34	215164.11	102377.01	155921.36000000002	303604.99	408393.02	331734.78	300036.53	216126.04	224505.54	447632.5800000001	245819.07	362630.92	283428.4	395953.56	329311.86	142603.34999999998	119874.66999999998	234886.52	177166.09000000003	224815.14	223571.98	185267.69	168085.74	59085.31999999999	241216.34	172329.9	209214.22	138758.54	418324.96	259819.21	207900.15	339769.68000000005	202400.59	209789.95	288284.83	163453.23	177376.33	217902.03	136901.88	286348.30000000005	215593.35000000003	161263.96999999997	237563.47
6PGLUCONOLACT-RXN	381391.82	373944.91	502431.7400000001	361797.38	448383.99	320353.3	329832.82	325289.73	379909.0500000001	475546.2899999999	394858.28	392566.89	186589.01	115410.16	292635.42000000004	177038.27	97593.03	337352.47	206225.37	162689.72	321524.17000000004	144128.09000000003	218659.66	390462.15	490342.0	422971.97	416564.39	275272.33	296604.39	586789.53	354141.02	493455.39	418740.93	493334.1	446492.14	240110.0	169866.40999999997	218812.54	259591.64	322778.87	225508.85	226507.65	256255.61	81148.98	290629.12	255396.98	271694.33	242047.64	484857.73	374893.4	285285.82	462173.67	291698.46	306568.93	379752.52	231195.95	240144.92000000004	301255.78	194799.16	380095.6	328454.02	212752.75	313953.92
7-ALPHA-HYDROXYSTEROID-DEH-RXN	67758.73	46886.24	69547.78	66077.15	47332.24	50511.33	84802.45999999999	51969.54	77666.0	76769.39	55155.53999999999	60238.03	27385.22	12773.14	26427.98	30137.35	8329.75	20901.160000000003	30056.33	29178.35	29032.71	10615.83	19941.31	86697.89	48055.11	62710.59	80054.79	29766.09	44879.33	118006.57	73097.87	83048.70000000001	84538.43000000001	50000.57	64083.95999999999	40544.26	16658.89	16028.87	22354.63	45158.64000000001	19575.54	20547.41	42488.74	8210.3	41936.68	46361.48	22400.33	23969.74	52636.36	85295.86	26910.64	71144.79000000001	29003.81	36093.76	66132.83	22619.02	39456.39	51027.03	23194.02	55236.310000000005	64297.56	33888.83	42715.89
7KAPSYN-RXN	398328.12000000005	435181.4	501905.36	376651.95000000007	479744.69000000006	360232.28	311330.11	367045.67	399113.28	455934.9199999999	450370.49	447184.56	262237.3	436038.28	436157.96	269465.95	375320.43	522408.72	353344.29000000004	495520.01	436704.17	390349.9	320443.66	374275.38	537790.4700000001	433609.81	402219.06000000006	308382.07	332588.23	575983.06	460152.23	516721.2	419034.23	534658.1	526403.9199999999	340576.12	337635.99	443916.52	364742.46	409289.58	420732.06	345232.91000000003	322096.05000000005	257876.58	409895.89	337307.17	480875.79	351317.08	542434.0700000001	372017.85	323558.29	482472.51	336449.66	306626.24	404289.87	249258.31	261366.14	307800.33	231651.62	402093.17	310684.55000000005	234211.11	356184.41
ABEQUOSYLTRANSFERASE-RXN	0.0	35.0	0.0	5.0	43.71	0.0	14.0	0.0	9.0	18.0	56.42	21.0	0.0	180.0	0.0	2.0	49.0	25.0	0.0	34.0	0.0	0.0	27.0	0.0	65.0	0.0	0.0	0.0	4.0	0.0	18.0	0.0	0.0	13.0	17.0	7.0	0.0	31.0	7.0	0.0	0.0	10.0	0.0	0.0	36.0	17.0	13.0	11.0	14.0	8.0	0.0	4.0	0.0	4.0	0.0	25.0	7.0	0.0	0.0	0.0	10.0	10.0	0.0
ACECOATRANS-RXN	3958.25	5454.67	3272.2200000000003	5031.62	6433.06	2869.17	3660.28	3853.0	2381.0	5047.89	5598.06	3204.8099999999995	1332.5	8148.62	4654.42	1132.67	6252.2	8852.5	1347.0	9508.54	6041.42	8103.14	6785.200000000001	7454.530000000001	6207.08	2427.03	2776.98	4549.8	2108.03	3717.26	3529.28	2330.16	3002.92	2167.95	3837.92	5732.280000000001	5795.469999999999	4952.56	4815.18	2385.42	5464.66	3895.95	2399.28	4062.93	8583.189999999999	4019.39	6030.610000000001	2397.16	4239.9400000000005	5132.6900000000005	2725.61	3148.84	6078.17	1625.33	3291.34	5615.49	2530.83	3068.99	5038.31	2238.03	3885.58	4044.16	5366.83
ACETALD-DEHYDROG-RXN	40520.08	66630.55	29226.09	37725.99	79976.72	31211.980000000003	30443.41	40298.88	31447.96	61639.02	89162.87	58772.64	82139.72	270209.33	110893.58000000002	63063.04	209852.67	129894.86	144278.56	327401.88	200328.08	245133.96	122342.0	34425.1	37348.47	21748.39	29851.5	31255.570000000003	27078.25	52170.67	53544.3	51368.61	33285.990000000005	32104.51	72592.3	162168.24	169640.58000000002	137782.64	88963.8	130649.77	168101.02	123216.37	90579.06	155692.26	125412.28	110942.96	230983.72	71793.28	71341.62	36466.72	64848.06	114106.5	89004.62000000001	75881.88	67190.26999999999	65697.36	39083.7	55714.47	54306.53999999999	41676.78	44709.54	51962.25	80481.44
ACETATE--COA-LIGASE-ADP-FORMING-RXN	126.0	436.0	305.0	104.0	384.0	441.0	27.0	297.0	83.0	151.0	759.0	201.5	0.0	945.0	106.0	6.0	602.0	77.0	17.0	1749.0	360.0	468.0	183.0	250.0	566.0	191.0	43.0	223.0	72.0	42.0	299.0	139.0	73.5	276.0	579.0	32.0	310.0	303.0	59.0	24.0	459.0	85.0	11.0	137.0	356.0	19.0	112.0	8.0	397.0	119.0	402.0	37.0	103.0	71.0	60.0	230.0	254.0	14.0	148.0	22.0	38.0	519.0	408.0
ACETATE--COA-LIGASE-RXN	667411.11	595138.23	721979.48	617770.05	654930.27	526594.63	607821.52	480066.56000000006	640646.67	744838.61	613141.1499999999	640278.22	415525.02	686309.52	556313.2	375868.87	571910.98	669437.62	545745.16	782279.6299999999	639839.37	601010.15	463984.09	739326.89	691002.23	601708.97	686606.6599999999	394932.37	444170.4	1008832.6	629552.49	748112.6499999999	714727.95	679134.66	749253.3200000001	583879.4099999999	509369.89	608150.81	486136.20000000007	600245.48	627660.77	506859.59	528925.9199999999	408685.69	619820.73	579450.7	724322.08	470387.1	743013.38	690154.2	437573.45	804885.26	460789.71	438761.9	672256.1399999999	334724.63	397316.82	521322.21	317867.89	634483.58	563658.99	367932.3000000001	527912.0599999999
ACETOACETATE--COA-LIGASE-RXN	81087.89	83524.15	57998.82	70591.81999999999	97612.79	49489.1	72067.34	60423.12	62594.72	105216.47	104810.14	82028.48	86565.22	227379.42	103000.92	69548.37	192925.84	136252.36000000002	128954.31999999998	271425.83	182578.96	207773.36	113955.07	83308.28	53973.490000000005	46018.57000000001	76036.05	45581.61	41441.420000000006	113618.84	84370.12999999999	83810.5	73519.76000000001	45221.08	105303.71	156236.47	158704.16	205594.33	95397.85	117710.67	216811.69	135972.22999999998	104930.17	145801.71	150505.35	123732.62	229919.18	80491.4	152805.81	97008.22	79990.83	142412.43	101471.13999999998	91190.59	102650.46	73822.32	55213.810000000005	82118.35	60717.14	89288.97999999998	80859.73999999999	66119.25	101215.72
ACETOACETATE-DECARBOXYLASE-RXN	116.5	266.25	147.25	45.0	1098.51	19.75	43.0	158.75	18.0	13.25	303.58	672.35	63.0	1845.5	135.0	111.75	275.0	407.5	208.5	214.75	1051.23	710.5	436.17	47.0	198.75	173.0	92.0	95.25	34.0	24.17	311.0	225.0	18.75	241.05	99.0	220.0	142.6	6463.75	129.25	324.0	7223.25	2134.5	148.67	223.75	5216.5	987.0	3032.0	245.43	4664.0	948.75	493.75	61.0	65.75	156.75	51.0	354.5	30.0	10.0	192.75	1243.08	422.0	82.5	255.0
ACETOACETYL-COA-TRANSFER-RXN	3955.67	5439.25	3264.5	5030.48	6400.78	2869.17	3657.14	3825.8600000000006	2381.0	5044.47	5575.4800000000005	3174.67	1332.5	7977.18	4626.98	1132.67	6187.200000000001	8846.5	1345.0	9495.399999999998	6001.14	8058.28	6778.92	7453.39	6196.25	2419.8900000000003	2775.26	4531.08	2106.89	3717.26	3444.1400000000003	2320.58	3002.92	2153.67	3819.92	5725.139999999999	5786.610000000001	4886.280000000001	4811.76	2385.42	5430.08	3882.81	2385.14	4055.51	8563.470000000001	4017.11	6014.139999999999	2393.44	4210.22	5119.6900000000005	2714.75	3144.84	6052.17	1623.33	3291.34	5566.91	2530.83	3064.41	5008.030000000001	2229.75	3881.0	4027.58	5342.83
ACETOLACTATE-DECARBOXYLASE-RXN	727.15	676.47	842.38	1009.0	3440.88	525.3599999999999	790.23	1240.04	662.3800000000001	1872.98	3894.92	2711.23	29.0	2003.7100000000005	671.25	114.36	284.69	760.4399999999999	564.95	1230.8000000000002	5206.01	1086.2	3599.46	1617.75	3134.11	656.9	726.71	708.58	428.99	1036.17	1791.06	1040.72	853.1300000000001	1080.4499999999998	1064.66	866.3299999999999	505.22	1133.39	180.58	327.95	1109.05	691.21	565.42	693.77	1638.77	483.21	222.46	288.92	1139.42	711.21	1309.11	348.27	815.48	381.95	192.9	273.03	233.95	171.22	1161.33	366.96	504.9	1040.03	814.29
ACETOLACTREDUCTOISOM-RXN	442889.47	456943.59	542328.1699999999	428714.48	503092.89	387747.19	369776.86	383009.78	443590.84	508679.87	469490.54	478576.58	271789.07	442036.7	440721.68	274587.24	379752.99	526256.6799999999	363295.92	506149.45	448747.92	394497.12	330397.45	441830.98	566544.7000000001	466496.41	456909.28	322687.37	351037.89	655545.31	488323.78	556104.12	469701.64	556430.47	560410.46	358762.55	344388.76	446855.25	371915.42	416596.47	427949.96	352446.78	347027.36	261174.9	427842.01	358728.11	486616.55	356120.37	565264.3400000001	424850.52	332997.65	529008.37	345551.65	323036.62	443654.50000000006	257391.55	282182.03	338742.18	239933.06	432174.81	349296.99	254189.7	378020.11
ACETOLACTSYN-RXN	1446873.71	1487442.05	1754814.2300000002	1356015.78	1620350.54	1257209.41	1192694.6	1219001.68	1507376.9500000002	1682634.4	1513051.43	1537156.49	867862.7899999999	1340705.4900000002	1424724.1399999997	838453.12	1148090.49	1676526.2799999998	1100840.7999999998	1535974.27	1430414.75	1206400.26	1044511.65	1432544.03	1845788.58	1487982.38	1461726.29	1044233.59	1111399.65	2183718.6	1551217.36	1844549.61	1477581.23	1814295.73	1782137.35	1118149.82	1063600.66	1464028.64	1191164.82	1349185.98	1416335.29	1153193.5499999998	1116728.0	790214.57	1401098.08	1162282.92	1553066.2799999998	1114676.32	1914241.61	1489109.26	1067873.37	1807384.21	1089390.29	1077165.2600000002	1484934.89	840250.55	932998.44	1119650.66	760978.99	1464828.32	1166184.14	823346.7899999999	1215820.11
ACETOOHBUTREDUCTOISOM-RXN	442889.47	456943.59	542328.1699999999	428714.48	503092.89	387747.19	369776.86	383009.78	443590.84	508679.87	469490.54	478576.58	271789.07	442036.7	440721.68	274587.24	379752.99	526256.6799999999	363295.92	506149.45	448747.92	394497.12	330397.45	441830.98	566544.7000000001	466496.41	456909.28	322687.37	351037.89	655545.31	488323.78	556104.12	469701.64	556430.47	560410.46	358762.55	344388.76	446855.25	371915.42	416596.47	427949.96	352446.78	347027.36	261174.9	427842.01	358728.11	486616.55	356120.37	565264.3400000001	424850.52	332997.65	529008.37	345551.65	323036.62	443654.50000000006	257391.55	282182.03	338742.18	239933.06	432174.81	349296.99	254189.7	378020.11
ACETOOHBUTSYN-RXN	1446873.71	1487442.05	1754814.2300000002	1356015.78	1620350.54	1257209.41	1192694.6	1219001.68	1507376.9500000002	1682634.4	1513051.43	1537156.49	867862.7899999999	1340705.4900000002	1424724.1399999997	838453.12	1148090.49	1676526.2799999998	1100840.7999999998	1535974.27	1430414.75	1206400.26	1044511.65	1432544.03	1845788.58	1487982.38	1461726.29	1044233.59	1111399.65	2183718.6	1551217.36	1844549.61	1477581.23	1814295.73	1782137.35	1118149.82	1063600.66	1464028.64	1191164.82	1349185.98	1416335.29	1153193.5499999998	1116728.0	790214.57	1401098.08	1162282.92	1553066.2799999998	1114676.32	1914241.61	1489109.26	1067873.37	1807384.21	1089390.29	1077165.2600000002	1484934.89	840250.55	932998.44	1119650.66	760978.99	1464828.32	1166184.14	823346.7899999999	1215820.11
ACETYL-COA-CARBOXYLTRANSFER-RXN	1234159.0100000002	1248255.98	1505340.21	1184134.45	1414988.8199999998	1091707.79	1000917.32	1063331.1	1260122.72	1392969.7	1320245.8200000003	1333572.62	687401.86	1310017.29	1241734.94	714221.29	1115424.13	1433211.98	1018828.89	1493879.25	1269449.34	1162680.85	931494.1	1261222.1	1620585.03	1297490.05	1222366.8600000003	912582.68	990871.62	1834361.89	1384370.2	1559158.22	1196113.5	1536122.84	1569500.7599999998	1010419.63	984332.06	1438983.46	1006664.41	1154274.06	1341920.59	1041886.44	981472.56	763024.6699999999	1273625.68	988140.12	1447279.68	917799.33	1678274.0499999998	1157104.48	889677.39	1513493.05	919455.8	893797.69	1249033.19	697864.64	780726.5700000001	942883.91	639693.81	1178115.56	914176.99	720791.15	1078969.56
ACETYL-COA-HYDROLASE-RXN	175.68	80.88	123.35	44.0	156.37	50.32	41.5	46.09	57.79	60.0	276.86	199.77	0.0	746.4	187.0	5.46	663.14	61.41	22.29	349.73	2483.0	179.0	186.6	68.75	373.75	97.25	44.14	74.11	48.75	15.43	379.57	90.7	24.82	94.4	247.34	28.72	17.86	140678.14999999997	69.57	35.75	116568.83	31520.83	36.43	60.06	55952.65	12932.0	35989.43	266.0	108959.14	27425.5	128.94	41.0	68.0	90.5	78.57	104.86	72.03	14.0	154.75	22570.68	72.0	54.86	29.21
ACETYLCHOLINESTERASE-RXN	0.0	0.0	2.2	0.0	4.2	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.800000000000001	1.0	0.0	30.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	1.4	0.0	0.0	0.0	1.8	0.0
ACETYLGLUTKIN-RXN	464012.47	463978.59	555608.99	432101.98	506761.81	399035.02	380311.86	389055.88	463894.84	519370.68	475815.5500000001	488075.08	276542.74	443660.5	443557.47	277884.03	380682.87	527986.85	366051.92	507172.45	450833.99	395999.12	331478.74	454742.48	570278.9500000001	472293.41	469239.81	325348.37	356636.89	676275.48	496738.28	572445.45	483992.89	566435.64	573455.46	363914.55	346819.55000000005	457917.17	376625.42	425770.3000000001	439785.13	358742.28	360394.36	261712.73	441132.84	365420.61	493653.84	358359.54	586814.17	470155.09	337832.53	562081.37	349306.92	335572.12	470523.50000000006	261034.05	296734.03	357782.18	242608.23	463193.81	377454.99	262873.7	389260.41
ACETYLHOMOSER-CYS-RXN	283765.61	300412.68	391535.96	255626.29	362189.85	248351.53000000003	228072.36	236553.29	248212.21	281624.84	299471.14	293758.37	172845.86	295354.9	229851.1	156035.21	246815.76	283073.75	219068.06	368460.36	319312.03	284786.45	208032.99	276901.71	347890.15	314330.99	317737.01	191687.34	220776.04	313149.86	263043.94	315386.53	335084.87	355660.94	331698.61	236522.18	252778.83	405551.07	220013.23	257439.06	407152.77	246196.3	205022.32	192982.34000000003	342590.91000000003	234190.53	368680.08	176565.65999999997	489515.0500000001	336955.3	257234.71	302633.2	271988.01	233777.23	254490.26	200905.68	211585.79	215008.06	187340.8	289938.04	256092.3	187623.75	270533.37
ACETYLORNDEACET-RXN	285471.16000000003	316982.6	288711.94	268810.99	295044.04	248384.33	264519.15	250983.11000000004	333064.38	361858.99	322056.06999999995	318543.06	236287.58	396175.62	353941.0	222642.84	342875.5	421755.84	290323.77	424195.91	357632.52	338825.01	261252.27	301232.4	336123.55000000005	256254.96	277828.1	208363.23	210638.57	471852.75	368659.29	397532.9	299240.77	318727.38	381160.57	301216.06	271720.22000000003	394128.63	287184.57	304198.75	379252.36	288871.52	267348.66	225312.37	343057.13	311846.92	410095.66	295027.37	392599.41	327586.29	200728.28	376394.45	218051.4	218003.58	305976.27	168530.97	179356.26	239706.51	151721.77000000002	291005.47000000003	238835.47000000003	162420.89	240237.76
ACETYLORNTRANSAM-RXN	516008.7899999999	554956.02	636325.8	487478.49	609929.66	456162.46	436204.27	454956.82000000007	567114.39	638713.7	592955.8400000001	567537.73	347192.83	637779.97	593783.66	325256.38	544152.58	677865.76	468001.27	709715.49	584376.96	561438.53	444904.75	505738.02	693403.47	548981.54	516872.93000000005	392636.24	402087.44	820522.61	564317.0700000001	682182.81	521183.36	679578.26	651643.9299999999	476249.53	466112.07	629119.61	474513.39	526550.51	608150.65	502942.26	437181.95	388335.0500000001	574516.55	477605.27	702301.67	452951.04	721192.05	507121.03	400843.69	649151.6499999999	414822.03	382296.89	551035.11	314226.36	332642.02	423960.0	285012.67	518161.89	395990.57	303690.56	459514.54
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
ACETYLSYNCLTH-RXN	120.0	436.0	233.0	75.0	298.0	266.0	16.0	274.0	52.0	145.4	377.0	53.0	0.0	669.0	149.0	10.0	548.0	77.0	4.0	1830.6	140.0	397.0	69.86	186.0	422.0	125.0	43.0	183.0	50.0	12.0	280.0	118.0	57.0	253.0	334.0	24.0	195.0	303.0	55.0	5.0	428.0	20.0	5.0	128.0	285.0	14.0	54.0	8.0	383.0	49.0	231.0	23.0	79.0	57.0	48.0	177.0	202.0	14.0	121.0	7.0	38.0	356.0	249.0
ACID-PHOSPHATASE-RXN	167926.43	171092.84	306524.71	164715.78999999998	227870.75	172794.2	132450.5	159359.78	155029.89	147320.86	160312.65000000002	178876.7	64416.67	32596.53	92979.35	72933.41	31987.03	125195.7	61518.3	39389.69	89134.26000000001	49410.68000000001	64913.28999999999	148495.05	263235.79	251723.46	223965.09	132792.74000000002	163853.47	150292.86000000002	143711.61	204328.12	243044.88	289023.68	196126.72	59524.12	69973.06	160484.58000000002	105092.13	104781.16	137921.68	82570.72	61414.01	32970.83	133961.01	78950.35	96711.94	81237.20999999999	273770.86	200907.05	147809.74	103533.26	145387.01	116099.87	87815.78	99066.24	119521.86	92338.41	100092.44	167406.49	142476.88	79538.0	121129.41
ACNEULY-RXN	144.72	565.13	194.06	81.24000000000001	2938.7200000000003	160.97	215.0	872.8600000000001	167.99	514.54	2809.86	2319.88	24.67	1520.55	887.38	60.75	341.2	473.33	446.26	824.63	5952.1900000000005	928.37	2351.3	77.9	2433.96	260.32	206.77	644.17	209.4	96.29	1342.21	501.96	132.32	410.81	335.28	690.2	380.48	1050.45	247.52	303.0	1066.2199999999998	825.64	396.1	869.44	1443.98	428.61	356.11	290.61	995.81	316.46000000000004	1032.04	229.5	716.66	382.77	107.47	471.15	174.85	30.52	917.14	197.61	311.21000000000004	789.56	681.44
ACONITATE-DELTA-ISOMERASE-RXN	148.0	442.93	176.8	90.8	1273.61	44.63	67.0	257.78	34.0	128.12	909.23	980.08	74.67	1933.7	186.88	55.0	647.53	427.77	96.0	374.74	1087.49	729.92	265.36	122.25	362.79	260.0	114.8	248.85	34.0	29.17	787.38	259.87	17.0	416.81	219.85	145.38	117.07	72129.38	41.8	193.83	60925.52	16639.21	99.0	337.01	29283.2	6782.58	19415.38	72.0	55664.97	13921.62	601.52	63.25	258.0	171.88	10.0	596.0	52.8	95.0	206.0	11674.4	388.13	110.88	227.37
ACSERLY-RXN	972550.86	950653.48	1102217.23	915997.18	1039370.94	826607.0399999999	774776.77	818352.8600000001	892648.89	1010569.14	979448.11	1031126.64	622458.06	1222434.75	961857.66	649693.96	1048147.28	1191590.58	898795.6499999999	1361995.29	1057429.25	1068376.4500000002	757270.27	969588.96	1127994.96	950497.26	976502.69	670193.48	762281.26	1346503.37	1099801.5100000002	1149743.51	1024572.2	1109287.75	1241740.4700000002	875335.87	878251.3400000001	1159147.2999999998	827232.4199999999	928672.59	1091850.16	806927.4	791867.28	712796.0700000001	993327.49	806589.86	1202483.7799999998	785611.79	1213957.55	925255.92	695647.63	1149777.5	760139.62	691408.29	941699.08	540434.69	596021.45	730919.77	519715.16	928643.44	764906.13	543518.27	824623.22
ACYL-COA-HYDROLASE-RXN	264660.57	252814.56	399171.15	249341.75999999995	311220.8	237809.46	214721.31	221949.46	274589.08	311222.18000000005	252166.03000000003	266892.97	117771.53	42619.13	205315.19	107548.52	40284.69	230052.94	124738.49	48509.84	147470.18	57523.48	135322.02000000002	252457.06	385859.57	332647.47000000003	297067.23	196684.02	214450.23000000004	394520.32	210754.34	334883.28	300734.43	407963.12	284677.27	122682.45	87065.5	86130.93	177406.0	197664.03	82667.69	136526.35	154131.97999999998	39917.16	161535.61	144622.72	138269.81999999998	171302.48	307599.55	250786.67	194527.87	278878.21	180178.65	174037.63	254416.18	137076.87	168689.66	196316.04	125664.23	273293.52	215654.58	132981.91999999998	196297.48
