sample_id,feature,norm_abundance,collection_date,parents,group,hpf,stage,leachate,leachate_mgL,spawn_night,reads,% of reads,order,family,genus,species,genus_species,presence,prevalence,abundance
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__uncultured_Colwelliaceae,0.00236755790044965,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Alteromonadales,Colwelliaceae,Thalassotalea,uncultured_Colwelliaceae,Thalassotalea uncultured_Colwelliaceae,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__uncultured_marine,0.00211441132494004,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Alteromonadales,Colwelliaceae,Thalassotalea,uncultured_marine,Thalassotalea uncultured_marine,1,no,yes
101112C14,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquibacter;s__uncultured_bacterium,3.3510050283287e-4,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Flavobacteriales,Flavobacteriaceae,Aquibacter,uncultured_bacterium,Aquibacter uncultured_bacterium,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus;s__Oleiphilus_sp.,4.73511580089931e-5,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus_sp.,Oleiphilus Oleiphilus_sp.,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__Thalassotalea_montiporae,5.8824707834249e-4,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea_montiporae,Thalassotalea Thalassotalea_montiporae,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cognatishimia;__,1.9851062396077e-4,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Rhodobacterales,Rhodobacteraceae,Cognatishimia,NA,Cognatishimia NA,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Marine_Methylotrophic_Group_3;s__uncultured_bacterium,3.64239676992254e-6,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Nitrosococcales,Methylophagaceae,Marine_Methylotrophic_Group_3,uncultured_bacterium,Marine_Methylotrophic_Group_3 uncultured_bacterium,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cognatishimia;s__uncultured_bacterium,0.00163725734808018,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Rhodobacterales,Rhodobacteraceae,Cognatishimia,uncultured_bacterium,Cognatishimia uncultured_bacterium,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonadaceae;__,0,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Alteromonadales,Alteromonadaceae,Alteromonadaceae,NA,Alteromonadaceae NA,0,yes,yes
101112C14,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_litopenaei,4.1887562854109e-4,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum_litopenaei,Tenacibaculum Tenacibaculum_litopenaei,1,yes,yes
101112C14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__Thalassotalea_loyana,1.6755025141643e-4,2024-07-08,101112,C14,14,earlygastrula,control,0,July 8th,1315572,0.99%,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea_loyana,Thalassotalea Thalassotalea_loyana,1,yes,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio_fortis,0.0101827643772675,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Vibrionales,Vibrionaceae,Vibrio,Vibrio_fortis,Vibrio Vibrio_fortis,1,no,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Thalassolituus;s__uncultured_bacterium,0.0321306552346963,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Oceanospirillales,Saccharospirillaceae,Thalassolituus,uncultured_bacterium,Thalassolituus uncultured_bacterium,1,no,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured;s__uncultured_Oceanospirillaceae,0.00123262588172387,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Oceanospirillales,Saccharospirillaceae,uncultured,uncultured_Oceanospirillaceae,uncultured uncultured_Oceanospirillaceae,1,no,yes
101112C4,d__Bacteria;__;__;__;__;__;__,0.141026079441417,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,NA,NA,NA,NA,NA NA,1,no,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Aestuariibacter;s__Aestuariibacter_aggregatus,0.0172070220815678,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Alteromonadales,Alteromonadaceae,Aestuariibacter,Aestuariibacter_aggregatus,Aestuariibacter Aestuariibacter_aggregatus,1,no,yes
101112C4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__,3.57508137196079e-5,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Flavobacteriales,Flavobacteriaceae,Kordia,NA,Kordia NA,1,no,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__,0.0159293190868931,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Rhodobacterales,Rhodobacteraceae,NA,NA,NA NA,1,no,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;__;__,0.00509993129626233,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,Alteromonadales,Pseudoalteromonadaceae,NA,NA,NA NA,1,no,yes
101112C4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__,2.0673296629164e-4,2024-07-08,101112,C4,4,cleavage,control,0,July 8th,1691582,1.27%,NA,NA,NA,NA,NA NA,1,no,yes
